Rodada: 1, Jogador: 0, carta da vez: 11♣, maiores montes Jogador: jogador 0 - Total de cartas: 2 - ,  baralho tem 253 cartas.
Rodada: 130, Jogador: 2, carta da vez: 09♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 97 - ,  baralho tem 124 cartas.
Rodada: 131, Jogador: 2, carta da vez: 09♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 98 - ,  baralho tem 123 cartas.
Rodada: 132, Jogador: 2, carta da vez: 01♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 99 - ,  baralho tem 122 cartas.
Rodada: 133, Jogador: 2, carta da vez: 06♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 100 - ,  baralho tem 121 cartas.
Rodada: 134, Jogador: 2, carta da vez: 08♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 101 - ,  baralho tem 120 cartas.
Rodada: 135, Jogador: 2, carta da vez: 04♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 102 - ,  baralho tem 119 cartas.
Rodada: 136, Jogador: 2, carta da vez: 03♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 103 - ,  baralho tem 118 cartas.
Rodada: 137, Jogador: 2, carta da vez: 10♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 104 - ,  baralho tem 117 cartas.
Rodada: 138, Jogador: 2, carta da vez: 01♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 105 - ,  baralho tem 116 cartas.
Rodada: 139, Jogador: 2, carta da vez: 04♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 106 - ,  baralho tem 115 cartas.
Rodada: 140, Jogador: 2, carta da vez: 13♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 107 - ,  baralho tem 114 cartas.
Rodada: 141, Jogador: 2, carta da vez: 11♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 108 - ,  baralho tem 113 cartas.
Rodada: 142, Jogador: 2, carta da vez: 13♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 109 - ,  baralho tem 112 cartas.
Rodada: 143, Jogador: 2, carta da vez: 04♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 110 - ,  baralho tem 111 cartas.
Rodada: 144, Jogador: 2, carta da vez: 08♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 111 - ,  baralho tem 110 cartas.
Rodada: 145, Jogador: 2, carta da vez: 07♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 112 - ,  baralho tem 109 cartas.
Rodada: 146, Jogador: 2, carta da vez: 06♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 113 - ,  baralho tem 108 cartas.
Rodada: 147, Jogador: 2, carta da vez: 05♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 114 - ,  baralho tem 107 cartas.
Rodada: 148, Jogador: 2, carta da vez: 05♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 115 - ,  baralho tem 106 cartas.
Rodada: 149, Jogador: 2, carta da vez: 03♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 116 - ,  baralho tem 105 cartas.
Rodada: 150, Jogador: 2, carta da vez: 05♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 117 - ,  baralho tem 104 cartas.
Rodada: 151, Jogador: 2, carta da vez: 01♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 118 - ,  baralho tem 103 cartas.
Rodada: 152, Jogador: 2, carta da vez: 13♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 119 - ,  baralho tem 102 cartas.
Rodada: 153, Jogador: 2, carta da vez: 12♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 120 - ,  baralho tem 101 cartas.
Rodada: 154, Jogador: 2, carta da vez: 11♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 121 - ,  baralho tem 100 cartas.
Rodada: 155, Jogador: 2, carta da vez: 13♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 122 - ,  baralho tem 99 cartas.
Rodada: 156, Jogador: 2, carta da vez: 09♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 123 - ,  baralho tem 98 cartas.
Rodada: 157, Jogador: 2, carta da vez: 06♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 124 - ,  baralho tem 97 cartas.
Rodada: 158, Jogador: 2, carta da vez: 07♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 125 - ,  baralho tem 96 cartas.
Rodada: 159, Jogador: 2, carta da vez: 06♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 126 - ,  baralho tem 95 cartas.
Rodada: 160, Jogador: 2, carta da vez: 08♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 127 - ,  baralho tem 94 cartas.
Rodada: 161, Jogador: 2, carta da vez: 06♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 128 - ,  baralho tem 93 cartas.
Rodada: 162, Jogador: 2, carta da vez: 03♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 129 - ,  baralho tem 92 cartas.
Rodada: 163, Jogador: 2, carta da vez: 02♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 130 - ,  baralho tem 91 cartas.
Rodada: 164, Jogador: 2, carta da vez: 03♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 131 - ,  baralho tem 90 cartas.
Rodada: 165, Jogador: 2, carta da vez: 09♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 132 - ,  baralho tem 89 cartas.
Rodada: 166, Jogador: 2, carta da vez: 10♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 133 - ,  baralho tem 88 cartas.
Rodada: 167, Jogador: 2, carta da vez: 11♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 134 - ,  baralho tem 87 cartas.
Rodada: 168, Jogador: 2, carta da vez: 10♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 135 - ,  baralho tem 86 cartas.
Rodada: 169, Jogador: 2, carta da vez: 04♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 136 - ,  baralho tem 85 cartas.
Rodada: 170, Jogador: 2, carta da vez: 13♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 137 - ,  baralho tem 84 cartas.
Rodada: 171, Jogador: 2, carta da vez: 07♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 138 - ,  baralho tem 83 cartas.
Rodada: 172, Jogador: 2, carta da vez: 12♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 139 - ,  baralho tem 82 cartas.
Rodada: 173, Jogador: 2, carta da vez: 05♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 140 - ,  baralho tem 81 cartas.
Rodada: 174, Jogador: 2, carta da vez: 04♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 141 - ,  baralho tem 80 cartas.
Rodada: 175, Jogador: 2, carta da vez: 02♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 142 - ,  baralho tem 79 cartas.
Rodada: 176, Jogador: 2, carta da vez: 02♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 143 - ,  baralho tem 78 cartas.
Rodada: 177, Jogador: 2, carta da vez: 11♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 144 - ,  baralho tem 77 cartas.
Rodada: 178, Jogador: 2, carta da vez: 13♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 145 - ,  baralho tem 76 cartas.
Rodada: 179, Jogador: 2, carta da vez: 12♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 146 - ,  baralho tem 75 cartas.
Rodada: 180, Jogador: 2, carta da vez: 12♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 147 - ,  baralho tem 74 cartas.
Rodada: 181, Jogador: 2, carta da vez: 09♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 148 - ,  baralho tem 73 cartas.
Rodada: 182, Jogador: 2, carta da vez: 06♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 149 - ,  baralho tem 72 cartas.
Rodada: 183, Jogador: 2, carta da vez: 08♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 150 - ,  baralho tem 71 cartas.
Rodada: 184, Jogador: 2, carta da vez: 07♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 151 - ,  baralho tem 70 cartas.
Rodada: 185, Jogador: 2, carta da vez: 03♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 152 - ,  baralho tem 69 cartas.
Rodada: 186, Jogador: 2, carta da vez: 12♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 153 - ,  baralho tem 68 cartas.
Rodada: 187, Jogador: 2, carta da vez: 07♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 154 - ,  baralho tem 67 cartas.
Rodada: 188, Jogador: 2, carta da vez: 05♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 155 - ,  baralho tem 66 cartas.
Rodada: 189, Jogador: 2, carta da vez: 02♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 156 - ,  baralho tem 65 cartas.
Rodada: 190, Jogador: 2, carta da vez: 01♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 157 - ,  baralho tem 64 cartas.
Rodada: 191, Jogador: 2, carta da vez: 13♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 158 - ,  baralho tem 63 cartas.
Rodada: 192, Jogador: 2, carta da vez: 12♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 159 - ,  baralho tem 62 cartas.
Rodada: 193, Jogador: 2, carta da vez: 13♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 160 - ,  baralho tem 61 cartas.
Rodada: 194, Jogador: 2, carta da vez: 10♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 161 - ,  baralho tem 60 cartas.
Rodada: 195, Jogador: 2, carta da vez: 04♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 162 - ,  baralho tem 59 cartas.
Rodada: 196, Jogador: 2, carta da vez: 11♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 163 - ,  baralho tem 58 cartas.
Rodada: 197, Jogador: 2, carta da vez: 01♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 164 - ,  baralho tem 57 cartas.
Rodada: 198, Jogador: 2, carta da vez: 06♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 165 - ,  baralho tem 56 cartas.
Rodada: 199, Jogador: 2, carta da vez: 06♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 166 - ,  baralho tem 55 cartas.
Rodada: 200, Jogador: 2, carta da vez: 12♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 167 - ,  baralho tem 54 cartas.
Rodada: 201, Jogador: 2, carta da vez: 02♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 168 - ,  baralho tem 53 cartas.
Rodada: 202, Jogador: 2, carta da vez: 02♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 169 - ,  baralho tem 52 cartas.
Rodada: 203, Jogador: 2, carta da vez: 01♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 170 - ,  baralho tem 51 cartas.
Rodada: 204, Jogador: 2, carta da vez: 13♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 171 - ,  baralho tem 50 cartas.
Rodada: 205, Jogador: 2, carta da vez: 07♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 172 - ,  baralho tem 49 cartas.
Rodada: 206, Jogador: 2, carta da vez: 02♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 173 - ,  baralho tem 48 cartas.
Rodada: 207, Jogador: 2, carta da vez: 10♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 174 - ,  baralho tem 47 cartas.
Rodada: 208, Jogador: 2, carta da vez: 03♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 175 - ,  baralho tem 46 cartas.
Rodada: 209, Jogador: 2, carta da vez: 08♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 176 - ,  baralho tem 45 cartas.
Rodada: 210, Jogador: 2, carta da vez: 08♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 177 - ,  baralho tem 44 cartas.
Rodada: 211, Jogador: 2, carta da vez: 06♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 178 - ,  baralho tem 43 cartas.
Rodada: 212, Jogador: 2, carta da vez: 12♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 179 - ,  baralho tem 42 cartas.
Rodada: 213, Jogador: 2, carta da vez: 04♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 180 - ,  baralho tem 41 cartas.
Rodada: 214, Jogador: 2, carta da vez: 06♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 181 - ,  baralho tem 40 cartas.
Rodada: 215, Jogador: 2, carta da vez: 02♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 182 - ,  baralho tem 39 cartas.
Rodada: 216, Jogador: 2, carta da vez: 05♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 183 - ,  baralho tem 38 cartas.
Rodada: 217, Jogador: 2, carta da vez: 13♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 184 - ,  baralho tem 37 cartas.
Rodada: 218, Jogador: 2, carta da vez: 11♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 185 - ,  baralho tem 36 cartas.
Rodada: 219, Jogador: 2, carta da vez: 11♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 186 - ,  baralho tem 35 cartas.
Rodada: 220, Jogador: 2, carta da vez: 10♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 187 - ,  baralho tem 34 cartas.
Rodada: 221, Jogador: 2, carta da vez: 09♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 188 - ,  baralho tem 33 cartas.
Rodada: 222, Jogador: 2, carta da vez: 10♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 189 - ,  baralho tem 32 cartas.
Rodada: 223, Jogador: 2, carta da vez: 07♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 190 - ,  baralho tem 31 cartas.
Rodada: 224, Jogador: 2, carta da vez: 06♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 191 - ,  baralho tem 30 cartas.
Rodada: 225, Jogador: 2, carta da vez: 05♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 192 - ,  baralho tem 29 cartas.
Rodada: 226, Jogador: 2, carta da vez: 04♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 193 - ,  baralho tem 28 cartas.
Rodada: 227, Jogador: 2, carta da vez: 04♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 194 - ,  baralho tem 27 cartas.
Rodada: 228, Jogador: 2, carta da vez: 02♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 195 - ,  baralho tem 26 cartas.
Rodada: 229, Jogador: 2, carta da vez: 07♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 196 - ,  baralho tem 25 cartas.
Rodada: 230, Jogador: 2, carta da vez: 06♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 197 - ,  baralho tem 24 cartas.
Rodada: 231, Jogador: 2, carta da vez: 12♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 198 - ,  baralho tem 23 cartas.
Rodada: 232, Jogador: 2, carta da vez: 07♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 199 - ,  baralho tem 22 cartas.
Rodada: 233, Jogador: 2, carta da vez: 05♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 200 - ,  baralho tem 21 cartas.
Rodada: 234, Jogador: 2, carta da vez: 09♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 201 - ,  baralho tem 20 cartas.
Rodada: 235, Jogador: 2, carta da vez: 08♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 202 - ,  baralho tem 19 cartas.
Rodada: 236, Jogador: 2, carta da vez: 07♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 203 - ,  baralho tem 18 cartas.
Rodada: 237, Jogador: 2, carta da vez: 12♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 204 - ,  baralho tem 17 cartas.
Rodada: 238, Jogador: 2, carta da vez: 05♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 205 - ,  baralho tem 16 cartas.
Rodada: 239, Jogador: 2, carta da vez: 04♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 206 - ,  baralho tem 15 cartas.
Rodada: 240, Jogador: 2, carta da vez: 03♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 207 - ,  baralho tem 14 cartas.
Rodada: 241, Jogador: 2, carta da vez: 01♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 208 - ,  baralho tem 13 cartas.
Rodada: 242, Jogador: 2, carta da vez: 01♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 209 - ,  baralho tem 12 cartas.
Rodada: 243, Jogador: 2, carta da vez: 05♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 210 - ,  baralho tem 11 cartas.
Rodada: 244, Jogador: 2, carta da vez: 10♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 211 - ,  baralho tem 10 cartas.
Rodada: 245, Jogador: 2, carta da vez: 11♠, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 212 - ,  baralho tem 9 cartas.
Rodada: 246, Jogador: 2, carta da vez: 04♣, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 213 - ,  baralho tem 8 cartas.
Rodada: 247, Jogador: 2, carta da vez: 09♥, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 214 - ,  baralho tem 7 cartas.
Rodada: 248, Jogador: 2, carta da vez: 05♦, maiores montes Jogador: jogador 0 - Total de cartas: 4 - Jogador: jogador 1 - Total de cartas: 10 - Jogador: jogador 2 - Total de cartas: 215 - ,  baralho tem 6 cartas.
