Rodada: 1, Jogador: 0, carta da vez: 12♠, maiores montes Jogador: jogador 0 com total de 2 cartas - ,  baralho tem 998 cartas.
Rodada: 188, Jogador: 0, carta da vez: 04♠, maiores montes Jogador: jogador 0 com total de 154 cartas - ,  baralho tem 811 cartas.
Rodada: 189, Jogador: 0, carta da vez: 02♥, maiores montes Jogador: jogador 0 com total de 155 cartas - ,  baralho tem 810 cartas.
Rodada: 190, Jogador: 0, carta da vez: 11♥, maiores montes Jogador: jogador 0 com total de 156 cartas - ,  baralho tem 809 cartas.
Rodada: 191, Jogador: 0, carta da vez: 09♥, maiores montes Jogador: jogador 0 com total de 157 cartas - ,  baralho tem 808 cartas.
Rodada: 192, Jogador: 0, carta da vez: 06♣, maiores montes Jogador: jogador 0 com total de 158 cartas - ,  baralho tem 807 cartas.
Rodada: 193, Jogador: 0, carta da vez: 07♦, maiores montes Jogador: jogador 0 com total de 159 cartas - ,  baralho tem 806 cartas.
Rodada: 194, Jogador: 0, carta da vez: 13♣, maiores montes Jogador: jogador 0 com total de 160 cartas - ,  baralho tem 805 cartas.
Rodada: 195, Jogador: 0, carta da vez: 13♣, maiores montes Jogador: jogador 0 com total de 161 cartas - ,  baralho tem 804 cartas.
Rodada: 196, Jogador: 0, carta da vez: 01♦, maiores montes Jogador: jogador 0 com total de 162 cartas - ,  baralho tem 803 cartas.
Rodada: 197, Jogador: 0, carta da vez: 09♣, maiores montes Jogador: jogador 0 com total de 163 cartas - ,  baralho tem 802 cartas.
Rodada: 198, Jogador: 0, carta da vez: 08♠, maiores montes Jogador: jogador 0 com total de 164 cartas - ,  baralho tem 801 cartas.
Rodada: 199, Jogador: 0, carta da vez: 06♣, maiores montes Jogador: jogador 0 com total de 165 cartas - ,  baralho tem 800 cartas.
Rodada: 200, Jogador: 0, carta da vez: 07♣, maiores montes Jogador: jogador 0 com total de 166 cartas - ,  baralho tem 799 cartas.
Rodada: 201, Jogador: 0, carta da vez: 01♠, maiores montes Jogador: jogador 0 com total de 167 cartas - ,  baralho tem 798 cartas.
Rodada: 202, Jogador: 0, carta da vez: 01♥, maiores montes Jogador: jogador 0 com total de 168 cartas - ,  baralho tem 797 cartas.
Rodada: 203, Jogador: 0, carta da vez: 13♥, maiores montes Jogador: jogador 0 com total de 169 cartas - ,  baralho tem 796 cartas.
Rodada: 204, Jogador: 0, carta da vez: 03♥, maiores montes Jogador: jogador 0 com total de 170 cartas - ,  baralho tem 795 cartas.
Rodada: 205, Jogador: 0, carta da vez: 04♦, maiores montes Jogador: jogador 0 com total de 171 cartas - ,  baralho tem 794 cartas.
Rodada: 206, Jogador: 0, carta da vez: 11♣, maiores montes Jogador: jogador 0 com total de 172 cartas - ,  baralho tem 793 cartas.
Rodada: 207, Jogador: 0, carta da vez: 11♠, maiores montes Jogador: jogador 0 com total de 173 cartas - ,  baralho tem 792 cartas.
Rodada: 208, Jogador: 0, carta da vez: 10♣, maiores montes Jogador: jogador 0 com total de 174 cartas - ,  baralho tem 791 cartas.
Rodada: 209, Jogador: 0, carta da vez: 13♣, maiores montes Jogador: jogador 0 com total de 175 cartas - ,  baralho tem 790 cartas.
Rodada: 210, Jogador: 0, carta da vez: 09♠, maiores montes Jogador: jogador 0 com total de 176 cartas - ,  baralho tem 789 cartas.
Rodada: 211, Jogador: 0, carta da vez: 05♠, maiores montes Jogador: jogador 0 com total de 177 cartas - ,  baralho tem 788 cartas.
Rodada: 212, Jogador: 0, carta da vez: 05♦, maiores montes Jogador: jogador 0 com total de 178 cartas - ,  baralho tem 787 cartas.
Rodada: 213, Jogador: 0, carta da vez: 07♠, maiores montes Jogador: jogador 0 com total de 179 cartas - ,  baralho tem 786 cartas.
Rodada: 214, Jogador: 0, carta da vez: 06♠, maiores montes Jogador: jogador 0 com total de 180 cartas - ,  baralho tem 785 cartas.
Rodada: 215, Jogador: 0, carta da vez: 09♠, maiores montes Jogador: jogador 0 com total de 181 cartas - ,  baralho tem 784 cartas.
Rodada: 216, Jogador: 0, carta da vez: 07♦, maiores montes Jogador: jogador 0 com total de 182 cartas - ,  baralho tem 783 cartas.
Rodada: 217, Jogador: 0, carta da vez: 09♠, maiores montes Jogador: jogador 0 com total de 183 cartas - ,  baralho tem 782 cartas.
Rodada: 218, Jogador: 0, carta da vez: 01♦, maiores montes Jogador: jogador 0 com total de 184 cartas - ,  baralho tem 781 cartas.
Rodada: 219, Jogador: 0, carta da vez: 05♥, maiores montes Jogador: jogador 0 com total de 185 cartas - ,  baralho tem 780 cartas.
Rodada: 220, Jogador: 0, carta da vez: 08♦, maiores montes Jogador: jogador 0 com total de 186 cartas - ,  baralho tem 779 cartas.
Rodada: 221, Jogador: 0, carta da vez: 05♠, maiores montes Jogador: jogador 0 com total de 187 cartas - ,  baralho tem 778 cartas.
Rodada: 222, Jogador: 0, carta da vez: 02♦, maiores montes Jogador: jogador 0 com total de 188 cartas - ,  baralho tem 777 cartas.
Rodada: 223, Jogador: 0, carta da vez: 10♣, maiores montes Jogador: jogador 0 com total de 189 cartas - ,  baralho tem 776 cartas.
Rodada: 224, Jogador: 0, carta da vez: 09♣, maiores montes Jogador: jogador 0 com total de 190 cartas - ,  baralho tem 775 cartas.
Rodada: 225, Jogador: 0, carta da vez: 05♦, maiores montes Jogador: jogador 0 com total de 191 cartas - ,  baralho tem 774 cartas.
Rodada: 226, Jogador: 0, carta da vez: 02♠, maiores montes Jogador: jogador 0 com total de 192 cartas - ,  baralho tem 773 cartas.
Rodada: 227, Jogador: 0, carta da vez: 12♣, maiores montes Jogador: jogador 0 com total de 193 cartas - ,  baralho tem 772 cartas.
Rodada: 228, Jogador: 0, carta da vez: 07♠, maiores montes Jogador: jogador 0 com total de 194 cartas - ,  baralho tem 771 cartas.
Rodada: 229, Jogador: 0, carta da vez: 12♠, maiores montes Jogador: jogador 0 com total de 195 cartas - ,  baralho tem 770 cartas.
Rodada: 230, Jogador: 0, carta da vez: 02♣, maiores montes Jogador: jogador 0 com total de 196 cartas - ,  baralho tem 769 cartas.
Rodada: 231, Jogador: 0, carta da vez: 04♦, maiores montes Jogador: jogador 0 com total de 197 cartas - ,  baralho tem 768 cartas.
Rodada: 232, Jogador: 0, carta da vez: 06♠, maiores montes Jogador: jogador 0 com total de 198 cartas - ,  baralho tem 767 cartas.
Rodada: 233, Jogador: 0, carta da vez: 13♥, maiores montes Jogador: jogador 0 com total de 199 cartas - ,  baralho tem 766 cartas.
Rodada: 234, Jogador: 0, carta da vez: 05♥, maiores montes Jogador: jogador 0 com total de 200 cartas - ,  baralho tem 765 cartas.
Rodada: 235, Jogador: 0, carta da vez: 06♥, maiores montes Jogador: jogador 0 com total de 201 cartas - ,  baralho tem 764 cartas.
Rodada: 236, Jogador: 0, carta da vez: 03♣, maiores montes Jogador: jogador 0 com total de 202 cartas - ,  baralho tem 763 cartas.
Rodada: 237, Jogador: 0, carta da vez: 08♥, maiores montes Jogador: jogador 0 com total de 203 cartas - ,  baralho tem 762 cartas.
Rodada: 238, Jogador: 0, carta da vez: 11♥, maiores montes Jogador: jogador 0 com total de 204 cartas - ,  baralho tem 761 cartas.
Rodada: 239, Jogador: 0, carta da vez: 12♦, maiores montes Jogador: jogador 0 com total de 205 cartas - ,  baralho tem 760 cartas.
Rodada: 240, Jogador: 0, carta da vez: 11♠, maiores montes Jogador: jogador 0 com total de 206 cartas - ,  baralho tem 759 cartas.
Rodada: 241, Jogador: 0, carta da vez: 06♣, maiores montes Jogador: jogador 0 com total de 207 cartas - ,  baralho tem 758 cartas.
Rodada: 242, Jogador: 0, carta da vez: 12♥, maiores montes Jogador: jogador 0 com total de 208 cartas - ,  baralho tem 757 cartas.
Rodada: 243, Jogador: 0, carta da vez: 10♠, maiores montes Jogador: jogador 0 com total de 209 cartas - ,  baralho tem 756 cartas.
Rodada: 244, Jogador: 0, carta da vez: 01♥, maiores montes Jogador: jogador 0 com total de 210 cartas - ,  baralho tem 755 cartas.
Rodada: 245, Jogador: 0, carta da vez: 12♥, maiores montes Jogador: jogador 0 com total de 211 cartas - ,  baralho tem 754 cartas.
Rodada: 246, Jogador: 0, carta da vez: 02♥, maiores montes Jogador: jogador 0 com total de 212 cartas - ,  baralho tem 753 cartas.
Rodada: 247, Jogador: 0, carta da vez: 11♣, maiores montes Jogador: jogador 0 com total de 213 cartas - ,  baralho tem 752 cartas.
Rodada: 248, Jogador: 0, carta da vez: 03♠, maiores montes Jogador: jogador 0 com total de 214 cartas - ,  baralho tem 751 cartas.
Rodada: 249, Jogador: 0, carta da vez: 07♦, maiores montes Jogador: jogador 0 com total de 215 cartas - ,  baralho tem 750 cartas.
Rodada: 250, Jogador: 0, carta da vez: 08♠, maiores montes Jogador: jogador 0 com total de 216 cartas - ,  baralho tem 749 cartas.
Rodada: 251, Jogador: 0, carta da vez: 07♦, maiores montes Jogador: jogador 0 com total de 217 cartas - ,  baralho tem 748 cartas.
Rodada: 252, Jogador: 0, carta da vez: 07♣, maiores montes Jogador: jogador 0 com total de 218 cartas - ,  baralho tem 747 cartas.
Rodada: 253, Jogador: 0, carta da vez: 04♠, maiores montes Jogador: jogador 0 com total de 219 cartas - ,  baralho tem 746 cartas.
Rodada: 254, Jogador: 0, carta da vez: 07♥, maiores montes Jogador: jogador 0 com total de 220 cartas - ,  baralho tem 745 cartas.
Rodada: 255, Jogador: 0, carta da vez: 10♠, maiores montes Jogador: jogador 0 com total de 221 cartas - ,  baralho tem 744 cartas.
Rodada: 256, Jogador: 0, carta da vez: 05♦, maiores montes Jogador: jogador 0 com total de 222 cartas - ,  baralho tem 743 cartas.
Rodada: 257, Jogador: 0, carta da vez: 11♣, maiores montes Jogador: jogador 0 com total de 223 cartas - ,  baralho tem 742 cartas.
Rodada: 258, Jogador: 0, carta da vez: 03♦, maiores montes Jogador: jogador 0 com total de 224 cartas - ,  baralho tem 741 cartas.
Rodada: 259, Jogador: 0, carta da vez: 04♣, maiores montes Jogador: jogador 0 com total de 225 cartas - ,  baralho tem 740 cartas.
Rodada: 260, Jogador: 0, carta da vez: 09♠, maiores montes Jogador: jogador 0 com total de 226 cartas - ,  baralho tem 739 cartas.
Rodada: 261, Jogador: 0, carta da vez: 12♠, maiores montes Jogador: jogador 0 com total de 227 cartas - ,  baralho tem 738 cartas.
Rodada: 262, Jogador: 0, carta da vez: 07♠, maiores montes Jogador: jogador 0 com total de 228 cartas - ,  baralho tem 737 cartas.
Rodada: 263, Jogador: 0, carta da vez: 05♣, maiores montes Jogador: jogador 0 com total de 229 cartas - ,  baralho tem 736 cartas.
Rodada: 264, Jogador: 0, carta da vez: 05♣, maiores montes Jogador: jogador 0 com total de 230 cartas - ,  baralho tem 735 cartas.
Rodada: 265, Jogador: 0, carta da vez: 07♣, maiores montes Jogador: jogador 0 com total de 231 cartas - ,  baralho tem 734 cartas.
Rodada: 266, Jogador: 0, carta da vez: 05♦, maiores montes Jogador: jogador 0 com total de 232 cartas - ,  baralho tem 733 cartas.
Rodada: 267, Jogador: 0, carta da vez: 01♣, maiores montes Jogador: jogador 0 com total de 233 cartas - ,  baralho tem 732 cartas.
Rodada: 268, Jogador: 0, carta da vez: 06♦, maiores montes Jogador: jogador 0 com total de 234 cartas - ,  baralho tem 731 cartas.
Rodada: 269, Jogador: 0, carta da vez: 13♠, maiores montes Jogador: jogador 0 com total de 235 cartas - ,  baralho tem 730 cartas.
Rodada: 270, Jogador: 0, carta da vez: 11♦, maiores montes Jogador: jogador 0 com total de 236 cartas - ,  baralho tem 729 cartas.
Rodada: 271, Jogador: 0, carta da vez: 01♥, maiores montes Jogador: jogador 0 com total de 237 cartas - ,  baralho tem 728 cartas.
Rodada: 272, Jogador: 0, carta da vez: 03♥, maiores montes Jogador: jogador 0 com total de 238 cartas - ,  baralho tem 727 cartas.
Rodada: 273, Jogador: 0, carta da vez: 03♣, maiores montes Jogador: jogador 0 com total de 239 cartas - ,  baralho tem 726 cartas.
Rodada: 274, Jogador: 0, carta da vez: 13♦, maiores montes Jogador: jogador 0 com total de 240 cartas - ,  baralho tem 725 cartas.
Rodada: 275, Jogador: 0, carta da vez: 08♦, maiores montes Jogador: jogador 0 com total de 241 cartas - ,  baralho tem 724 cartas.
Rodada: 276, Jogador: 0, carta da vez: 13♣, maiores montes Jogador: jogador 0 com total de 242 cartas - ,  baralho tem 723 cartas.
Rodada: 277, Jogador: 0, carta da vez: 03♣, maiores montes Jogador: jogador 0 com total de 243 cartas - ,  baralho tem 722 cartas.
Rodada: 278, Jogador: 0, carta da vez: 08♥, maiores montes Jogador: jogador 0 com total de 244 cartas - ,  baralho tem 721 cartas.
Rodada: 279, Jogador: 0, carta da vez: 02♦, maiores montes Jogador: jogador 0 com total de 245 cartas - ,  baralho tem 720 cartas.
Rodada: 280, Jogador: 0, carta da vez: 11♣, maiores montes Jogador: jogador 0 com total de 246 cartas - ,  baralho tem 719 cartas.
Rodada: 281, Jogador: 0, carta da vez: 12♠, maiores montes Jogador: jogador 0 com total de 247 cartas - ,  baralho tem 718 cartas.
Rodada: 282, Jogador: 0, carta da vez: 05♥, maiores montes Jogador: jogador 0 com total de 248 cartas - ,  baralho tem 717 cartas.
Rodada: 283, Jogador: 0, carta da vez: 01♠, maiores montes Jogador: jogador 0 com total de 249 cartas - ,  baralho tem 716 cartas.
Rodada: 284, Jogador: 0, carta da vez: 06♥, maiores montes Jogador: jogador 0 com total de 250 cartas - ,  baralho tem 715 cartas.
Rodada: 285, Jogador: 0, carta da vez: 06♠, maiores montes Jogador: jogador 0 com total de 251 cartas - ,  baralho tem 714 cartas.
Rodada: 286, Jogador: 0, carta da vez: 04♥, maiores montes Jogador: jogador 0 com total de 252 cartas - ,  baralho tem 713 cartas.
Rodada: 287, Jogador: 0, carta da vez: 09♦, maiores montes Jogador: jogador 0 com total de 253 cartas - ,  baralho tem 712 cartas.
Rodada: 288, Jogador: 0, carta da vez: 09♣, maiores montes Jogador: jogador 0 com total de 254 cartas - ,  baralho tem 711 cartas.
Rodada: 289, Jogador: 0, carta da vez: 10♦, maiores montes Jogador: jogador 0 com total de 255 cartas - ,  baralho tem 710 cartas.
Rodada: 290, Jogador: 0, carta da vez: 02♣, maiores montes Jogador: jogador 0 com total de 256 cartas - ,  baralho tem 709 cartas.
Rodada: 291, Jogador: 0, carta da vez: 08♠, maiores montes Jogador: jogador 0 com total de 257 cartas - ,  baralho tem 708 cartas.
Rodada: 292, Jogador: 0, carta da vez: 03♠, maiores montes Jogador: jogador 0 com total de 258 cartas - ,  baralho tem 707 cartas.
Rodada: 293, Jogador: 0, carta da vez: 13♥, maiores montes Jogador: jogador 0 com total de 259 cartas - ,  baralho tem 706 cartas.
Rodada: 294, Jogador: 0, carta da vez: 08♠, maiores montes Jogador: jogador 0 com total de 260 cartas - ,  baralho tem 705 cartas.
Rodada: 295, Jogador: 0, carta da vez: 13♦, maiores montes Jogador: jogador 0 com total de 261 cartas - ,  baralho tem 704 cartas.
Rodada: 296, Jogador: 0, carta da vez: 11♠, maiores montes Jogador: jogador 0 com total de 262 cartas - ,  baralho tem 703 cartas.
Rodada: 297, Jogador: 0, carta da vez: 08♥, maiores montes Jogador: jogador 0 com total de 263 cartas - ,  baralho tem 702 cartas.
Rodada: 298, Jogador: 0, carta da vez: 12♦, maiores montes Jogador: jogador 0 com total de 264 cartas - ,  baralho tem 701 cartas.
Rodada: 299, Jogador: 0, carta da vez: 03♦, maiores montes Jogador: jogador 0 com total de 265 cartas - ,  baralho tem 700 cartas.
Rodada: 300, Jogador: 0, carta da vez: 13♦, maiores montes Jogador: jogador 0 com total de 266 cartas - ,  baralho tem 699 cartas.
Rodada: 301, Jogador: 0, carta da vez: 04♥, maiores montes Jogador: jogador 0 com total de 267 cartas - ,  baralho tem 698 cartas.
Rodada: 302, Jogador: 0, carta da vez: 10♦, maiores montes Jogador: jogador 0 com total de 268 cartas - ,  baralho tem 697 cartas.
Rodada: 303, Jogador: 0, carta da vez: 04♣, maiores montes Jogador: jogador 0 com total de 269 cartas - ,  baralho tem 696 cartas.
Rodada: 304, Jogador: 0, carta da vez: 09♠, maiores montes Jogador: jogador 0 com total de 270 cartas - ,  baralho tem 695 cartas.
Rodada: 305, Jogador: 0, carta da vez: 08♣, maiores montes Jogador: jogador 0 com total de 271 cartas - ,  baralho tem 694 cartas.
Rodada: 306, Jogador: 0, carta da vez: 08♥, maiores montes Jogador: jogador 0 com total de 272 cartas - ,  baralho tem 693 cartas.
Rodada: 307, Jogador: 0, carta da vez: 07♣, maiores montes Jogador: jogador 0 com total de 273 cartas - ,  baralho tem 692 cartas.
Rodada: 308, Jogador: 0, carta da vez: 07♠, maiores montes Jogador: jogador 0 com total de 274 cartas - ,  baralho tem 691 cartas.
Rodada: 309, Jogador: 0, carta da vez: 13♠, maiores montes Jogador: jogador 0 com total de 275 cartas - ,  baralho tem 690 cartas.
Rodada: 310, Jogador: 0, carta da vez: 02♦, maiores montes Jogador: jogador 0 com total de 276 cartas - ,  baralho tem 689 cartas.
Rodada: 311, Jogador: 0, carta da vez: 06♣, maiores montes Jogador: jogador 0 com total de 277 cartas - ,  baralho tem 688 cartas.
Rodada: 312, Jogador: 0, carta da vez: 03♣, maiores montes Jogador: jogador 0 com total de 278 cartas - ,  baralho tem 687 cartas.
Rodada: 313, Jogador: 0, carta da vez: 02♥, maiores montes Jogador: jogador 0 com total de 279 cartas - ,  baralho tem 686 cartas.
Rodada: 314, Jogador: 0, carta da vez: 01♥, maiores montes Jogador: jogador 0 com total de 280 cartas - ,  baralho tem 685 cartas.
Rodada: 315, Jogador: 0, carta da vez: 08♥, maiores montes Jogador: jogador 0 com total de 281 cartas - ,  baralho tem 684 cartas.
Rodada: 316, Jogador: 0, carta da vez: 01♥, maiores montes Jogador: jogador 0 com total de 282 cartas - ,  baralho tem 683 cartas.
Rodada: 317, Jogador: 0, carta da vez: 07♥, maiores montes Jogador: jogador 0 com total de 283 cartas - ,  baralho tem 682 cartas.
Rodada: 318, Jogador: 0, carta da vez: 03♠, maiores montes Jogador: jogador 0 com total de 284 cartas - ,  baralho tem 681 cartas.
Rodada: 319, Jogador: 0, carta da vez: 07♥, maiores montes Jogador: jogador 0 com total de 285 cartas - ,  baralho tem 680 cartas.
Rodada: 320, Jogador: 0, carta da vez: 01♥, maiores montes Jogador: jogador 0 com total de 286 cartas - ,  baralho tem 679 cartas.
Rodada: 321, Jogador: 0, carta da vez: 03♠, maiores montes Jogador: jogador 0 com total de 287 cartas - ,  baralho tem 678 cartas.
Rodada: 322, Jogador: 0, carta da vez: 12♥, maiores montes Jogador: jogador 0 com total de 288 cartas - ,  baralho tem 677 cartas.
Rodada: 323, Jogador: 0, carta da vez: 07♠, maiores montes Jogador: jogador 0 com total de 289 cartas - ,  baralho tem 676 cartas.
Rodada: 324, Jogador: 0, carta da vez: 01♥, maiores montes Jogador: jogador 0 com total de 290 cartas - ,  baralho tem 675 cartas.
Rodada: 325, Jogador: 0, carta da vez: 12♥, maiores montes Jogador: jogador 0 com total de 291 cartas - ,  baralho tem 674 cartas.
Rodada: 326, Jogador: 0, carta da vez: 09♣, maiores montes Jogador: jogador 0 com total de 292 cartas - ,  baralho tem 673 cartas.
Rodada: 327, Jogador: 0, carta da vez: 11♣, maiores montes Jogador: jogador 0 com total de 293 cartas - ,  baralho tem 672 cartas.
Rodada: 328, Jogador: 0, carta da vez: 06♠, maiores montes Jogador: jogador 0 com total de 294 cartas - ,  baralho tem 671 cartas.
Rodada: 329, Jogador: 0, carta da vez: 09♥, maiores montes Jogador: jogador 0 com total de 295 cartas - ,  baralho tem 670 cartas.
Rodada: 330, Jogador: 0, carta da vez: 12♠, maiores montes Jogador: jogador 0 com total de 296 cartas - ,  baralho tem 669 cartas.
Rodada: 331, Jogador: 0, carta da vez: 02♦, maiores montes Jogador: jogador 0 com total de 297 cartas - ,  baralho tem 668 cartas.
Rodada: 332, Jogador: 0, carta da vez: 04♣, maiores montes Jogador: jogador 0 com total de 298 cartas - ,  baralho tem 667 cartas.
Rodada: 333, Jogador: 0, carta da vez: 03♣, maiores montes Jogador: jogador 0 com total de 299 cartas - ,  baralho tem 666 cartas.
Rodada: 334, Jogador: 0, carta da vez: 11♣, maiores montes Jogador: jogador 0 com total de 300 cartas - ,  baralho tem 665 cartas.
Rodada: 335, Jogador: 0, carta da vez: 12♣, maiores montes Jogador: jogador 0 com total de 301 cartas - ,  baralho tem 664 cartas.
Rodada: 336, Jogador: 0, carta da vez: 11♥, maiores montes Jogador: jogador 0 com total de 302 cartas - ,  baralho tem 663 cartas.
Rodada: 337, Jogador: 0, carta da vez: 01♦, maiores montes Jogador: jogador 0 com total de 303 cartas - ,  baralho tem 662 cartas.
Rodada: 338, Jogador: 0, carta da vez: 11♦, maiores montes Jogador: jogador 0 com total de 304 cartas - ,  baralho tem 661 cartas.
Rodada: 339, Jogador: 0, carta da vez: 09♦, maiores montes Jogador: jogador 0 com total de 305 cartas - ,  baralho tem 660 cartas.
Rodada: 340, Jogador: 0, carta da vez: 11♣, maiores montes Jogador: jogador 0 com total de 306 cartas - ,  baralho tem 659 cartas.
Rodada: 341, Jogador: 0, carta da vez: 13♥, maiores montes Jogador: jogador 0 com total de 307 cartas - ,  baralho tem 658 cartas.
Rodada: 342, Jogador: 0, carta da vez: 01♠, maiores montes Jogador: jogador 0 com total de 308 cartas - ,  baralho tem 657 cartas.
Rodada: 343, Jogador: 0, carta da vez: 12♠, maiores montes Jogador: jogador 0 com total de 309 cartas - ,  baralho tem 656 cartas.
Rodada: 344, Jogador: 0, carta da vez: 10♥, maiores montes Jogador: jogador 0 com total de 310 cartas - ,  baralho tem 655 cartas.
Rodada: 345, Jogador: 0, carta da vez: 13♥, maiores montes Jogador: jogador 0 com total de 311 cartas - ,  baralho tem 654 cartas.
Rodada: 346, Jogador: 0, carta da vez: 03♦, maiores montes Jogador: jogador 0 com total de 312 cartas - ,  baralho tem 653 cartas.
Rodada: 347, Jogador: 0, carta da vez: 01♠, maiores montes Jogador: jogador 0 com total de 313 cartas - ,  baralho tem 652 cartas.
Rodada: 348, Jogador: 0, carta da vez: 06♠, maiores montes Jogador: jogador 0 com total de 314 cartas - ,  baralho tem 651 cartas.
Rodada: 349, Jogador: 0, carta da vez: 13♦, maiores montes Jogador: jogador 0 com total de 315 cartas - ,  baralho tem 650 cartas.
Rodada: 350, Jogador: 0, carta da vez: 04♦, maiores montes Jogador: jogador 0 com total de 316 cartas - ,  baralho tem 649 cartas.
Rodada: 351, Jogador: 0, carta da vez: 06♦, maiores montes Jogador: jogador 0 com total de 317 cartas - ,  baralho tem 648 cartas.
Rodada: 352, Jogador: 0, carta da vez: 07♦, maiores montes Jogador: jogador 0 com total de 318 cartas - ,  baralho tem 647 cartas.
Rodada: 353, Jogador: 0, carta da vez: 05♦, maiores montes Jogador: jogador 0 com total de 319 cartas - ,  baralho tem 646 cartas.
Rodada: 354, Jogador: 0, carta da vez: 08♦, maiores montes Jogador: jogador 0 com total de 320 cartas - ,  baralho tem 645 cartas.
Rodada: 355, Jogador: 0, carta da vez: 11♥, maiores montes Jogador: jogador 0 com total de 321 cartas - ,  baralho tem 644 cartas.
Rodada: 356, Jogador: 0, carta da vez: 06♥, maiores montes Jogador: jogador 0 com total de 322 cartas - ,  baralho tem 643 cartas.
Rodada: 357, Jogador: 0, carta da vez: 03♦, maiores montes Jogador: jogador 0 com total de 323 cartas - ,  baralho tem 642 cartas.
Rodada: 358, Jogador: 0, carta da vez: 10♦, maiores montes Jogador: jogador 0 com total de 324 cartas - ,  baralho tem 641 cartas.
Rodada: 359, Jogador: 0, carta da vez: 03♥, maiores montes Jogador: jogador 0 com total de 325 cartas - ,  baralho tem 640 cartas.
Rodada: 360, Jogador: 0, carta da vez: 07♣, maiores montes Jogador: jogador 0 com total de 326 cartas - ,  baralho tem 639 cartas.
Rodada: 361, Jogador: 0, carta da vez: 01♠, maiores montes Jogador: jogador 0 com total de 327 cartas - ,  baralho tem 638 cartas.
Rodada: 362, Jogador: 0, carta da vez: 13♥, maiores montes Jogador: jogador 0 com total de 328 cartas - ,  baralho tem 637 cartas.
Rodada: 363, Jogador: 0, carta da vez: 10♣, maiores montes Jogador: jogador 0 com total de 329 cartas - ,  baralho tem 636 cartas.
Rodada: 364, Jogador: 0, carta da vez: 04♠, maiores montes Jogador: jogador 0 com total de 330 cartas - ,  baralho tem 635 cartas.
Rodada: 365, Jogador: 0, carta da vez: 10♠, maiores montes Jogador: jogador 0 com total de 331 cartas - ,  baralho tem 634 cartas.
Rodada: 366, Jogador: 0, carta da vez: 07♣, maiores montes Jogador: jogador 0 com total de 332 cartas - ,  baralho tem 633 cartas.
Rodada: 367, Jogador: 0, carta da vez: 08♦, maiores montes Jogador: jogador 0 com total de 333 cartas - ,  baralho tem 632 cartas.
Rodada: 368, Jogador: 0, carta da vez: 02♠, maiores montes Jogador: jogador 0 com total de 334 cartas - ,  baralho tem 631 cartas.
Rodada: 369, Jogador: 0, carta da vez: 11♠, maiores montes Jogador: jogador 0 com total de 335 cartas - ,  baralho tem 630 cartas.
Rodada: 370, Jogador: 0, carta da vez: 11♠, maiores montes Jogador: jogador 0 com total de 336 cartas - ,  baralho tem 629 cartas.
Rodada: 371, Jogador: 0, carta da vez: 08♣, maiores montes Jogador: jogador 0 com total de 337 cartas - ,  baralho tem 628 cartas.
Rodada: 372, Jogador: 0, carta da vez: 03♠, maiores montes Jogador: jogador 0 com total de 338 cartas - ,  baralho tem 627 cartas.
Rodada: 373, Jogador: 0, carta da vez: 11♠, maiores montes Jogador: jogador 0 com total de 339 cartas - ,  baralho tem 626 cartas.
Rodada: 374, Jogador: 0, carta da vez: 03♠, maiores montes Jogador: jogador 0 com total de 340 cartas - ,  baralho tem 625 cartas.
Rodada: 375, Jogador: 0, carta da vez: 07♥, maiores montes Jogador: jogador 0 com total de 341 cartas - ,  baralho tem 624 cartas.
Rodada: 376, Jogador: 0, carta da vez: 06♣, maiores montes Jogador: jogador 0 com total de 342 cartas - ,  baralho tem 623 cartas.
Rodada: 377, Jogador: 0, carta da vez: 03♥, maiores montes Jogador: jogador 0 com total de 343 cartas - ,  baralho tem 622 cartas.
Rodada: 378, Jogador: 0, carta da vez: 08♠, maiores montes Jogador: jogador 0 com total de 344 cartas - ,  baralho tem 621 cartas.
Rodada: 379, Jogador: 0, carta da vez: 01♥, maiores montes Jogador: jogador 0 com total de 345 cartas - ,  baralho tem 620 cartas.
Rodada: 380, Jogador: 0, carta da vez: 10♠, maiores montes Jogador: jogador 0 com total de 346 cartas - ,  baralho tem 619 cartas.
Rodada: 381, Jogador: 0, carta da vez: 06♣, maiores montes Jogador: jogador 0 com total de 347 cartas - ,  baralho tem 618 cartas.
Rodada: 382, Jogador: 0, carta da vez: 06♦, maiores montes Jogador: jogador 0 com total de 348 cartas - ,  baralho tem 617 cartas.
Rodada: 383, Jogador: 0, carta da vez: 04♠, maiores montes Jogador: jogador 0 com total de 349 cartas - ,  baralho tem 616 cartas.
Rodada: 384, Jogador: 0, carta da vez: 05♣, maiores montes Jogador: jogador 0 com total de 350 cartas - ,  baralho tem 615 cartas.
Rodada: 385, Jogador: 0, carta da vez: 03♣, maiores montes Jogador: jogador 0 com total de 351 cartas - ,  baralho tem 614 cartas.
Rodada: 386, Jogador: 0, carta da vez: 05♠, maiores montes Jogador: jogador 0 com total de 352 cartas - ,  baralho tem 613 cartas.
Rodada: 387, Jogador: 0, carta da vez: 09♥, maiores montes Jogador: jogador 0 com total de 353 cartas - ,  baralho tem 612 cartas.
Rodada: 388, Jogador: 0, carta da vez: 10♥, maiores montes Jogador: jogador 0 com total de 354 cartas - ,  baralho tem 611 cartas.
